word,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
past,0.018269994,0.019008744,0.030079029,0.030920926,0.040939421,0.026022197,0.012252904,0.021213017,0.027062268,0.034675033,0.027875908,0.029354583,0.020479664,0.024661104,0.028672671,0.032930135,0.021709243,0.017415911,0.033999565,0.034684578,0.046628251,0.043140291,0.019654998,0.024217069,0.019590557,0.025399586,0.019568733,0.013954199,0.017348415,0.04115169,0.022667109,0.015826478,0.020372944,0.02644894,0.016938568,0.026714874,0.032835416,0.01921747,0.026292884,0.0388626,0.027410889,0.026638529,0.026508476,0.031322811,0.043048053,0.019432618,0.024344506,0.026788402,0.014881429,0.019271993,0.005626702
pasta,0,0,0,0,0,0,0,0.005313357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008147686,0,0,0
pat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008612126,0,0,0,0,0,0,0,0,0,0,0,0
patch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007166583,0.007424789,0
patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009479543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patchwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005579525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patchy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007206468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007098544,0,0,0,0,0,0,0
patents,0,0,0,0.005266572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paternalism,0,0,0,0,0,0,0.005797116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
path,0,0.007192253,0.002896948,0.003931002,0.007228697,0.0058039,0.008654009,0.003965924,0.005461029,0.010018784,0.007087774,0.004240764,0.006780199,0.002750163,0.005841635,0.009303188,0.008117393,0.003953748,0.005541528,0.005010771,0.003406832,0.001428245,0.002776395,0.001350323,0.001482478,0,0.007404134,0.001478341,0,0.005945054,0.004802813,0.002395277,0.00863343,0.004002947,0.011963411,0.00235853,0.012277627,0.006786479,0.002142715,0.007265638,0.005444951,0.015196182,0.015121992,0.011712042,0.011401529,0.006176211,0.007935735,0.01419013,0.015765735,0.00816688,0.007948079
pathfinder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005941833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pathology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008807251,0,0,0,0,0,0,0,0,0,0,0
paths,0,0.003139411,0,0,0,0,0,0,0,0,0.002578172,0,0,0.003001109,0,0,0,0.002876345,0,0.003645328,0,0,0,0,0,0,0,0,0.003646615,0.004325017,0,0.005227681,0,0,0,0,0,0,0,0,0.003961193,0,0.009429621,0.004260246,0,0,0.008659852,0,0,0.004456044,0
pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019468318,0,0,0,0,0,0,0,0,0,0,0
pathways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006821378,0,0.006870368,0.006686302
patience,0,0.005177768,0,0.004716607,0,0.007834275,0.005191749,0.004758507,0.002457152,0,0.002126063,0,0,0.002474834,0,0.002092953,0,0,0,0,0.003065761,0,0.00499688,0.002430274,0.010672495,0,0,0,0,0,0.002881324,0.004310955,0.003884553,0,0,0,0,0.004071373,0,0.004358832,0.003266558,0,0,0,0,0.003705259,0,0,0,0,0
patienceadmiration,0,0,0,0,0,0,0,0,0.005487321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patient,0.020491566,0,0.003066958,0,0,0.009216762,0.003053959,0.005598224,0.008672272,0.003535582,0.002501242,0,0.005742481,0.005823119,0,0,0,0.005581037,0.002933369,0.007073111,0,0,0,0,0,0,0,0,0,0.004195964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patiently,0,0,0,0.003406273,0,0,0.011248244,0,0.003549048,0,0,0.003674686,0.003525087,0.003574587,0,0,0,0,0,0,0,0,0.003608683,0,0.003853769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patients,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007986346
patriot,0,0,0,0,0,0,0,0,0,0.006072278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patriotic,0,0.004080544,0.004108978,0,0,0,0,0,0.007745823,0.00947364,0,0,0,0.003900781,0.006628534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patriots,0,0,0,0.003050457,0.006731361,0.006755738,0.013431018,0,0.003178318,0,0.002750055,0.003290832,0.00315686,0,0.002719864,0,0,0,0,0,0,0,0,0,0,0.003297049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004753123,0
patrolling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005427296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005958463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005821868,0,0.007848945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pattern,0.015825175,0,0.002368543,0.002142657,0.009456285,0,0.002358504,0.002161691,0.006697401,0.008191352,0.001931653,0.004622994,0.004434789,0.004497064,0,0.00190157,0,0,0.002265375,0,0.002785424,0,0.002269979,0,0.002424147,0.006947594,0,0.002417381,0,0,0,0.003916755,0.003529343,0,0,0,0,0,0,0,0.002967859,0,0,0.003191919,0.003728753,0,0,0,0,0,0
patterns,0,0,0.003161287,0,0,0,0,0.002885203,0.008939001,0,0,0.003085149,0,0,0.002549868,0,0.002952695,0,0.00302359,0,0,0,0.006059469,0.002947073,0.003235501,0,0,0,0,0,0,0,0.014131813,0,0,0,0,0,0,0,0,0,0,0,0.004976756,0,0.004329926,0,0,0,0
patties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004792649,0.015113976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paul,0,0.003139411,0,0,0,0,0,0,0,0.014577298,0.002578172,0.003085149,0,0.003001109,0.005099735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003646615,0,0.003494039,0,0,0,0,0,0.004465977,0,0,0,0,0.004737942,0.004714811,0,0,0.004493184,0,0,0,0.004456044,0
pause,0,0.004840372,0,0,0,0,0,0,0,0,0,0.004756709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006675918,0,0,0,0
pauses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007845621,0,0,0,0,0,0,0
pave,0,0.002198279,0.002213597,0.002002488,0,0.002217419,0.002204215,0,0.002086422,0,0.001805288,0.002160283,0.002072336,0,0.001785468,0,0.004135072,0.002014075,0.002117178,0,0.002603206,0.004365364,0,0,0,0,0,0.004518479,0.002553433,0,0,0.003660527,0,0,0,0,0,0,0.009823664,0.007402362,0.005547413,0.003317602,0,0.002983109,0,0.006292434,0,0.003097962,0.003011702,0.003120211,0
paved,0,0.003045735,0,0.00554893,0,0,0,0.002799112,0,0,0,0,0,0,0,0,0,0.005581037,0,0.003536556,0.003606765,0,0,0.002859135,0,0,0.003135461,0.003130197,0,0,0.003389781,0,0,0,0,0,0.004332717,0,0,0,0,0.009193135,0,0.00826625,0,0,0,0,0,0,0.00420726
paves,0,0,0,0,0,0,0,0,0,0.004340714,0,0,0,0,0,0,0,0,0,0,0,0.003712787,0.003608683,0,0.003853769,0,0,0,0,0.005151479,0.00416171,0,0,0,0,0,0,0,0.01114017,0.006295785,0,0,0,0,0,0,0,0,0,0,0
paving,0.048390976,0,0.003621322,0,0,0,0,0,0,0,0,0,0.003390227,0,0,0,0,0.009884744,0.006927172,0,0,0,0,0,0,0.003540781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004537631,0.010854826,0,0,0,0,0.004960022,0,0,0,0
pawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pawns,0,0,0,0,0,0,0,0.004448431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480603,0,0,0,0.004765697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pay,0.018624762,0.009688929,0.002787555,0.00630427,0.008346877,0.004188552,0.005551481,0.007632329,0.002627406,0.008033717,0.003410065,0.009521461,0.005219335,0.006615783,0.002248418,0.005594929,0.00911268,0.003804449,0.006665341,0.009643114,0.01311274,0.015117435,0.018700883,0.020789321,0.009985484,0.019078903,0.022798538,0.017070195,0.016077535,0.015254828,0.016945325,0.009219313,0.00415371,0.013481264,0.005755828,0.002269469,0.007876004,0.002176737,0.002061803,0.009321703,0.010478684,0.004177815,0.006236128,0.003756593,0.006582595,0.001980996,0.007636071,0,0.007585199,0.003929244,0.003823974
paying,0,0.002525721,0,0,0,0,0,0.002321205,0,0.002931934,0,0,0.002381019,0,0,0,0,0,0.00243254,0,0,0,0.002437483,0.00474196,0.002603027,0.00497351,0.005200255,0.007787286,0.00880133,0,0,0,0.003789778,0,0,0,0,0.00397204,0,0,0,0.003811771,0,0.003427455,0.004003902,0.003614858,0,0.003559416,0.003460307,0.003584979,0
payment,0,0,0,0,0,0,0,0,0,0,0,0,0.003390227,0,0,0,0,0.003294915,0,0,0,0.003570747,0.006941251,0.006751868,0.003706336,0.007081561,0.014808827,0.011087973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payments,0,0,0,0,0.01445794,0,0,0,0,0,0,0.007068206,0.006780455,0,0.002920928,0.005814712,0.003382375,0,0,0,0,0,0,0.006751868,0,0,0.007404413,0.007391982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pays,0,0,0,0,0,0,0,0,0.003178318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006463447,0.00314355,0,0.003297049,0.003447364,0.003441576,0.003889731,0,0,0,0,0,0,0,0,0.005266307,0,0,0,0,0,0,0,0,0.004618597,0,0,0.004753123,0.004625781
payumo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007973943,0,0,0,0
pbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039228103,0,0,0,0,0,0,0
pd,0,0,0,0,0,0,0,0,0.005487321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peace,0.054809981,0.115410229,0.07793203,0.144709933,0.150111209,0.154763593,0.168817782,0.104817262,0.146909453,0.185984268,0.169485521,0.153444413,0.183036999,0.129795282,0.11579348,0.13062287,0.13664053,0.113203424,0.145151987,0.080405159,0.086825019,0.110546995,0.14413665,0.160597406,0.123140643,0.135018852,0.095048133,0.110238172,0.130901679,0.087914975,0.117868966,0.090437016,0.085566366,0.111463391,0.10163141,0.097954537,0.123615684,0.104628449,0.109216595,0.123445906,0.140480808,0.139339999,0.112151244,0.130818797,0.116229743,0.174893563,0.164793581,0.162643867,0.12277179,0.117559159,0.076898257
peaceableness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceably,0,0,0,0,0,0,0.005245102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007848945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacebuilders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007845621,0,0,0,0,0,0,0
peacebuilding,0,0,0,0.001837331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025762106,0.002388505,0.002002664,0.013625571,0.00757361,0.008314836,0.011915142,0.010381967,0.008291629,0.002342837,0,0.011224056,0.016793112,0,0.002806436,0.005591639,0.072756115,0.063123522,0.047579504,0.030044834,0.01018777,0.055988749,0.024351842,0.030291191,0.04653028,0.019184466,0.014433653,0.04172764,0.017054734,0.00552662,0.008588609,0.008358509
peaceenforcement,0,0,0,0,0,0,0,0,0,0,0,0,0.00456306,0,0,0,0,0,0,0,0,0,0,0.004543822,0.004988524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceenforcing,0,0,0,0,0,0,0,0,0,0,0,0,0.005450274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceful,0.009134997,0.054310696,0.056056372,0.051947156,0.049127305,0.068479466,0.06943312,0.056152104,0.052835856,0.048860274,0.050176634,0.062712064,0.055039098,0.046726302,0.060653728,0.063664928,0.051080572,0.05100374,0.041845618,0.033108007,0.046628251,0.037747755,0.014413665,0.017844156,0.022389208,0.020052305,0.018170967,0.012558779,0.017348415,0.011223188,0.007555703,0.011304627,0.012223767,0.00944605,0.007528253,0.011131197,0.009657475,0.029893842,0.020225295,0.011430176,0.011992264,0.024589412,0.053016952,0.022110219,0.025828832,0.013602833,0.01310858,0.036355688,0.016741608,0.009635997,0.011253403
peacefully,0,0.004301266,0.002165619,0.001959085,0.00216153,0.002169358,0.00862576,0.005929467,0.006123603,0,0.001766159,0,0,0.006167669,0.00174677,0.001738654,0,0.003940842,0.00621387,0,0.005093567,0.002135374,0.002075499,0,0.002216459,0,0.004427979,0.002210272,0,0.008888473,0,0,0,0,0,0.003526247,0.003059388,0.006764327,0,0.003620961,0,0,0.012919398,0.002918453,0,0.003078025,0,0,0,0,0
peacekeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004228922,0,0,0,0,0,0,0.005048231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacekeepers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013248276,0.014544879,0.004631729,0.009685784,0.007252142,0.010928668,0.006480897,0.013089257,0.003916755,0,0,0.006520852,0.007713332,0.00669212,0.003699081,0.003503765,0.007920508,0.005935718,0.007099651,0,0.003191919,0.003728753,0.020198666,0.006488252,0.009944436,0,0.003338618,0.009747517
peacekeeping,0,0.01269918,0.011366818,0,0.015599868,0.009963139,0.00141483,0.001296765,0.013392223,0.021293416,0.012746457,0.004159894,0.021282891,0.010790876,0.006876285,0.017110839,0.015925197,0.01292784,0.042127869,0.050790586,0.035089584,0.028020177,0.066724544,0.088746366,0.071256193,0.048623798,0.050840583,0.056555821,0.077032284,0.021382845,0.058105118,0.028195206,0.021171986,0.027486286,0.023470548,0.009254217,0.026094246,0.024409236,0.031527819,0.028508343,0.037387828,0.012776913,0.014833623,0.022977398,0.029078678,0.028272691,0.029191517,0.023862053,0.027063906,0.02203064,0.027287796
peacekeepingforce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010854591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacekeepingforces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005427296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacekeepingmandate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005427296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceloving,0,0.002465365,0.002482545,0.008983145,0.007433573,0.009947325,0.017304158,0.00679721,0.002339919,0.002861872,0.004049253,0.002422753,0.006972364,0.007070272,0.008009598,0.001993096,0.006956214,0,0.002374411,0,0.00291949,0,0.004758474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003507111,0,0,0,0,0,0.003702519,0,0,0,0,0.003474359,0,0,0
peacemaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005821868,0,0,0,0,0,0,0,0,0.008807251,0,0,0,0,0,0,0,0,0,0,0
peacemakers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006076095,0,0,0.008710512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacemaking,0,0,0.00254332,0,0,0.002547712,0,0,0,0,0,0,0.002381019,0.00724336,0,0.004083779,0,0.002314079,0,0.032260148,0.014954816,0.007523402,0.031687285,0.018967841,0.018221189,0.00497351,0.010400509,0.005191524,0.005867553,0,0.002811026,0,0.003789778,0,0,0,0,0.011916121,0.007524624,0,0,0,0,0,0,0,0,0,0,0,0.003488933
peacemanagement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005740485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacemediation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005951825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceoperation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005427296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceoperations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005951825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceoriented,0,0,0,0,0.004864899,0.004882517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004982967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacepromotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006713195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peaceseeking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005427296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peacesupport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007612145,0,0,0,0,0,0.006568484,0,0,0,0.006821378,0,0,0
peacetime,0,0,0,0,0,0,0,0,0.004594077,0,0.003975048,0,0,0,0,0,0,0,0,0,0,0,0.004671271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009734159,0,0,0,0,0,0,0,0,0,0,0
peasant,0,0,0,0.005266572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peasants,0,0,0,0,0,0,0,0.005313357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pecci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005568209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peculiar,0,0.003739317,0.003765374,0,0,0,0,0.003436533,0,0,0,0,0,0,0,0.003023007,0,0,0,0.004341909,0.004428107,0,0.003608683,0,0,0,0,0,0,0.005151479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pedestrian,0,0.005781505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857688,0.007441339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peerless,0,0,0,0,0,0,0,0,0,0,0,0.005681575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peers,0,0,0,0,0,0.005831844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peking,0,0,0.005267428,0,0,0,0,0,0,0,0,0.010281126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005000534,0,0,0,0,0,0,0,0,0.005048231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penalize,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005526808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penalized,0,0,0,0,0,0,0,0,0,0,0,0.005681575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penalties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005427296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penalty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002272719,0.00226216,0,0,0,0.006498225,0,0,0,0,0,0,0,0.002875782,0.00650052,0.007709851,0.006228535,0,0.008397206,0,0.015514765,0,0,0.017602109,0.008336349,0.004711226,0.003530646,0.004222969,0.008404704,0.003797194,0,0,0,0,0,0.003971711,0
pendent,0,0,0,0,0,0,0,0,0,0,0,0,0.005450274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pending,0,0.005751585,0,0,0.005780729,0.005801664,0,0.00264293,0,0,0.002361681,0.002826086,0,0.005498207,0,0,0,0.007904449,0.005539393,0.003339227,0,0,0,0.002699605,0,0.002831426,0,0,0,0.003961842,0,0,0,0,0,0,0.004090965,0.004522576,0.004283779,0,0,0,0,0,0,0,0,0,0,0,0
penetrated,0,0,0,0,0,0,0,0,0,0,0,0.005681575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penetrating,0.027453712,0.004080544,0.004108978,0.003717108,0,0.004116073,0,0,0,0,0,0,0,0,0,0.003298868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peninsula,0,0.004396557,0.01328158,0.006007463,0.006628253,0,0.004408429,0.004040554,0.004172845,0.005103658,0.003610575,0.004320566,0.002072336,0.002101437,0.001785468,0.010663036,0.010337681,0.010070373,0.014820246,0.015315189,0.005206411,0,0,0,0,0,0.004526078,0,0,0,0.004893192,0,0,0,0,0,0,0.003457093,0,0,0,0,0,0,0,0,0.003031901,0.006195925,0.024093617,0.006240423,0.003036617
penned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008710512,0.023546834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pennypinching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006715566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
