word,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
disregarded,0,0,0,0.003050457,0.00336568,0.003377869,0,0,0,0.003887287,0.005500111,0,0.00315686,0.006402378,0,0.005414454,0,0,0,0,0,0,0,0,0,0,0.003447364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004618597,0,0.004587828,0,0
disregarding,0,0,0,0,0.004864899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004661797,0.005620398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disregards,0,0,0,0,0,0,0,0.004807408,0,0.006072278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disrespect,0,0,0,0,0,0.003771875,0,0,0,0,0,0.003674686,0,0.003574587,0,0,0,0,0.003601364,0,0,0,0,0,0,0,0,0,0,0.010302958,0.00416171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005927758,0,0,0,0.010245935,0,0
disrespected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009165138,0,0,0,0,0,0
disrespectful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008224492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disrupt,0,0,0,0,0,0.003771875,0,0,0,0,0,0,0,0,0.003037119,0.003023007,0,0,0,0,0.004428107,0,0,0,0.003853769,0,0,0.003843013,0,0,0,0,0,0,0,0,0,0.005880587,0,0,0,0,0,0,0,0,0,0.005269698,0,0,0
disrupted,0,0,0,0,0.009729797,0,0,0,0.004594077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007262851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disrupting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008014007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disruption,0.021798791,0,0.00326261,0.002951457,0.00325645,0,0,0,0,0.003761129,0.002660805,0,0,0,0.002631594,0.002619367,0,0,0.003120499,0,0,0,0,0,0,0.003190047,0,0,0,0,0,0,0,0.004508211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004475656
disruptions,0,0,0,0,0,0,0.004549647,0,0,0.005267147,0,0,0,0,0.003685327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012535563
disruptive,0,0,0,0,0.005257483,0,0,0,0,0,0,0,0,0,0,0,0.004919865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disrupts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004919865,0,0.005037992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissatisfaction,0,0,0,0,0,0,0,0,0,0.006072278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009820994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disseminate,0,0,0,0,0,0,0,0,0,0,0,0,0.005450274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disseminated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007964903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disseminating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005568209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissemination,0,0.003139411,0,0,0,0.003166746,0.003147889,0.005770406,0.002979667,0,0,0,0.00295955,0,0.002549868,0.00253802,0.002952695,0,0,0,0,0,0,0,0,0.003090978,0,0,0.003646615,0,0.003494039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004336661
dissension,0,0,0.004874101,0,0,0,0,0,0,0.005618852,0,0,0.00456306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissent,0,0,0,0,0,0,0.004549647,0,0,0,0,0,0,0,0,0,0.004267534,0,0,0,0.005373192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013695506,0,0,0,0,0,0,0,0,0
dissenting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007845621,0,0,0,0,0,0,0
disservice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007964903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006715566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissidents,0,0,0,0,0,0.004882517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692763,0,0,0,0,0
dissimilarities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006846469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissipate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissipated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissipation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004919865,0,0,0,0,0,0.010096462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissociate,0,0,0,0,0,0,0,0,0.004964807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005391085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissociated,0,0,0,0,0,0,0,0,0.004594077,0,0,0,0,0,0,0,0,0,0.004661797,0,0,0,0,0,0,0,0,0,0.011244768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissociates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006846469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissolution,0,0.023440984,0.003372047,0,0,0,0.003357754,0,0,0,0.005500111,0,0,0,0,0,0,0,0,0,0,0.003324953,0.003231723,0,0.003451208,0,0.003447364,0.003441576,0,0.009226722,0.007453964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissolve,0,0,0,0,0.009729797,0.004882517,0,0,0,0,0,0,0,0,0,0.003913142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissolved,0,0,0.005267428,0.004765077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006434583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissolving,0.038897698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissonance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004695808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissuade,0,0,0.005267428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004910497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dissuading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006434583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,0,0,0.003491011,0,0,0.003497039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004105454,0,0,0.006508907,0.003572966,0,0,0.003562993,0,0.009552237,0.003858468,0,0.005201923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004788977
distanced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008147686,0,0,0
distances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004765697,0.004982967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007269336,0,0,0,0,0,0,0,0
distancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005958463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distant,0,0.002958107,0,0,0,0,0,0.002718579,0.002807588,0,0.004858559,0,0.002788633,0,0,0,0.008346521,0,0.005697948,0,0,0,0,0,0.003048647,0.005824941,0,0.003040139,0.003436019,0,0.003292254,0,0.004438562,0,0,0,0,0,0,0,0,0,0.004442525,0,0,0,0,0,0.004052687,0,0
distilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009092205,0,0,0,0,0,0,0,0,0,0,0,0,0
distinct,0,0,0,0.003158076,0,0,0.003476215,0.003186131,0.006580895,0,0,0,0,0,0,0,0,0.003176349,0.006677903,0,0,0,0,0,0.007145931,0.003413368,0,0,0.004026959,0,0,0,0,0,0,0,0,0,0,0,0,0.005232111,0,0,0,0,0,0,0,0,0
distinction,0,0.002104602,0,0.007668619,0.002115267,0.002122927,0.004220571,0.003868372,0.001997513,0,0,0,0.003968054,0.002011887,0.001709383,0.003402882,0,0.001928248,0.002026958,0,0,0,0.002031077,0.005926986,0,0.004144267,0,0.002162965,0,0.00289941,0.002342338,0.003504539,0,0,0.00583457,0.003450774,0.002993907,0,0.006270029,0,0,0,0.006321441,0,0,0.003012146,0,0.002965947,0.002883363,0.002987248,0
distinctions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004988524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006568484,0,0.00692763,0,0,0,0,0
distinctive,0,0,0,0,0,0.004327196,0,0,0,0,0,0,0,0.004100861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006102528,0,0.00639015,0.007222692,0,0,0,0,0,0,0,0,0,0,0
distinctly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006194533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distinguish,0,0,0,0,0.00336568,0,0,0.003077556,0,0,0.002750055,0,0,0.003201189,0,0,0,0,0,0,0,0,0,0.00314355,0,0,0,0,0,0.004613361,0,0,0,0,0,0,0.004763718,0,0.00498824,0,0.004225281,0,0,0,0,0.009585477,0.004618597,0,0,0,0
distinguished,0.028319337,0.006313807,0.002119268,0.005751464,0.004230533,0.002122927,0.002110285,0.005802558,0.007990051,0.004886173,0.001728358,0.008272903,0,0,0.001709383,0.003402882,0,0.003856496,0.002026958,0,0.002492274,0,0,0,0.004338039,0.008288534,0.002166603,0.002162965,0,0.00289941,0,0.003504539,0,0,0,0,0,0.003309774,0.003135014,0,0.002655509,0,0.00316072,0,0,0,0.002902701,0,0,0,0.005814432
distinguishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009585298,0,0,0,0,0,0,0,0.005150276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distort,0,0,0,0,0,0,0.009706885,0.004448431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004988524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distorted,0,0.003045735,0,0.002774465,0,0,0,0.002799112,0.002890757,0,0.002501242,0,0,0,0.002473783,0,0,0,0,0.003536556,0,0,0,0,0,0,0.003135461,0,0,0.004195964,0.003389781,0,0,0.004237864,0.004221832,0,0,0,0,0,0,0,0,0,0.004828256,0,0,0,0.004172741,0,0
distorting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003685327,0.003668204,0,0,0,0,0,0,0,0,0,0.004467394,0,0,0,0,0,0,0,0,0,0.00743966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distortion,0,0,0,0,0,0,0.004549647,0.004169987,0,0,0,0,0.004277441,0,0,0,0,0,0,0,0,0,0.004378879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distortions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007424789,0
distorts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005951825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distract,0,0,0,0,0,0,0,0,0.003872911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004200755,0,0,0,0,0.006794835,0,0,0.005656228,0,0,0,0.006078376,0,0.005148679,0,0,0,0,0,0,0,0,0,0
distracted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005270458,0,0,0,0,0.006313373,0,0,0,0,0,0,0.005725117,0,0,0,0,0,0,0.006394403,0,0,0
distracts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005951825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distress,0,0,0,0.002694641,0,0,0,0.002718579,0,0,0.002429279,0,0,0,0.00240261,0,0.002782174,0,0.002848974,0,0,0.002937119,0,0.002776876,0,0.00291247,0,0,0.003436019,0,0,0,0,0,0.004100366,0.004850208,0,0,0.004406394,0,0,0,0,0,0,0.004233697,0,0,0,0.008397405,0
distressed,0,0,0,0.004409261,0,0,0,0,0,0,0,0.004756709,0,0,0,0.003913142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distresses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006846469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distressing,0,0,0,0,0.00325645,0.003268243,0.003248782,0.002977677,0,0,0.002660805,0.006368062,0,0.003097298,0.002631594,0,0.003047332,0.002968535,0.006240998,0.003762164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distressingly,0,0,0,0,0,0,0,0,0,0.006711347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0.004448431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004982967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006631443,0,0
distributed,0,0,0,0,0.003614485,0,0,0,0,0,0,0,0,0,0,0,0.003382375,0,0,0,0,0,0.006941251,0,0,0.003540781,0.007404413,0.007391982,0,0.004954399,0,0.00598842,0,0,0,0,0,0,0,0,0.004537631,0,0,0,0,0,0,0,0,0,0
distribution,0,0.00592558,0.007955827,0.014394172,0.027792826,0.003984782,0.003961054,0.009076277,0.011248131,0.006878594,0.003244167,0.003882107,0.003724063,0.005664537,0.003208552,0.001596822,0.001857719,0.001809683,0.001902323,0.004586992,0.004678055,0,0.011437134,0.003708363,0.002035649,0,0,0,0,0,0.004396622,0.00328905,0,0,0,0,0.005619631,0,0,0,0,0,0,0.005360756,0.003131178,0.002826933,0.002724218,0,0,0.002803567,0.008185366
distributive,0,0,0,0,0,0.005276523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008710512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distrust,0,0.0022989,0,0.002094147,0.002310549,0,0.002305108,0.002112751,0.006545772,0.002668633,0.007551682,0.015814155,0.004334386,0.006592875,0.007468777,0,0.006486519,0.002106264,0.002214087,0.002669368,0.002722362,0.004565179,0,0,0,0.002263434,0,0.002362651,0,0.003167085,0,0.007656159,0,0,0,0,0.003270305,0.003615334,0,0,0,0,0.003452519,0,0,0,0,0,0,0,0
disturb,0,0,0.008639474,0,0,0.004327196,0.004301428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004416222,0,0,0,0,0,0,0,0.005946349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disturbance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005037992,0.00607395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disturbances,0,0,0,0,0,0,0,0,0,0,0.004295824,0,0,0,0,0,0,0,0.005037992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disturbed,0,0.003348712,0.003372047,0.006100914,0,0,0,0,0,0.003887287,0.005500111,0.003290832,0,0,0.002719864,0,0,0.003068108,0,0.007776715,0,0,0,0,0.003451208,0,0,0,0,0,0,0,0,0,0,0,0.004763718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disturbing,0.014469359,0.002150633,0.004331238,0.001959085,0,0.002169358,0,0.001976489,0,0,0.007064638,0.006340381,0.00608226,0.004111779,0.00349354,0.003477308,0.006068172,0.001970421,0.00828516,0,0,0,0.002075499,0.006056617,0.004432917,0,0,0,0.00249809,0.005925648,0,0.003581188,0,0,0.00298109,0,0.006118775,0,0.003203581,0,0.002713589,0.006491391,0.00322985,0,0,0,0,0,0,0.003052583,0
disturbingly,0,0,0,0,0,0,0,0.005313357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disturbs,0,0,0,0.004765077,0,0,0,0,0,0,0,0.005140563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disunity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004434774,0,0,0.005731978,0,0,0.004543822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diverged,0,0,0,0,0,0.005831844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divergence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009627239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divergences,0,0.004289845,0,0,0,0,0,0,0.004071562,0,0,0,0,0,0.003484264,0,0,0,0,0,0,0,0,0.004027024,0,0,0,0,0,0,0,0,0.0064368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divergencies,0,0,0,0,0,0,0.005797116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divergent,0,0,0.00326261,0,0,0,0,0,0.003075168,0,0.002660805,0.003184031,0,0,0.002631594,0.002619367,0,0.002968535,0,0.003762164,0.003836853,0,0,0,0.003339203,0,0,0.003329883,0,0,0,0,0,0,0,0.005312463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diverging,0,0,0.004569012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004378879,0,0.004676274,0,0,0,0,0,0,0,0,0,0.00628949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diverse,0,0,0,0.004188294,0,0,0,0.002112751,0.002181924,0,0,0,0,0.002197625,0.001867194,0.003717038,0.004324346,0.006318793,0.006642262,0.002669368,0,0,0,0.004316112,0.002369264,0.004526867,0,0.004725303,0.008010933,0.00633417,0.005117167,0.007656159,0.003449439,0.003198711,0,0.007538702,0.003270305,0,0,0,0.002900667,0,0,0,0,0.003290228,0,0,0,0,0.006351223
diversification,0,0,0,0.003275959,0,0,0.003605973,0.006610122,0,0,0,0,0.003390227,0,0,0,0,0,0,0,0,0,0,0.003375934,0,0,0.003702207,0,0,0,0,0,0,0,0,0,0.005115871,0.005655613,0.00535699,0,0,0,0,0,0,0,0,0,0,0,0
diversified,0,0,0,0,0,0.004576902,0,0,0.008613033,0,0,0,0,0,0,0,0,0.004157185,0,0,0,0,0,0.004259407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diversify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004408807,0,0.005909914,0.004774425,0,0,0,0,0,0,0,0.00639015,0,0,0,0,0,0,0,0,0,0.005877205,0,0
diversifying,0,0,0,0,0.004864899,0,0,0,0,0,0,0.004756709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005622384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diversion,0,0,0,0,0,0.00393319,0,0.003583505,0.007401665,0,0.003202164,0.003831843,0,0,0.003167009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004919916,0,0,0,0,0,0,0,0,0,0
diversionary,0,0,0,0,0,0,0,0,0,0,0,0.005681575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diversions,0,0,0,0,0,0,0,0,0,0,0,0.01136315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diversity,0,0.00193466,0.003896282,0.001762348,0,0,0,0,0.005508653,0.004491625,0,0,0,0.001849431,0.001571354,0.00469216,0.001819596,0.010635274,0,0.002246431,0,0.005762801,0.003734143,0.007264525,0.001993875,0.001904813,0.003983308,0,0.006741672,0.005330577,0.006459596,0,0.005805813,0,0,0.012688525,0.00550431,0.012170067,0.005763737,0.009772,0.002441082,0,0,0.002625373,0.006133845,0.008306763,0.002668314,0,0.002650537,0.005492068,0
divert,0,0.002875793,0.002895832,0.002619658,0.005780729,0,0,0.00264293,0.005458924,0,0,0.002826086,0.005422069,0.005498207,0,0.002324901,0,0,0.005539393,0,0,0,0.002775325,0,0,0,0.002960512,0,0,0,0,0.004788709,0,0,0,0,0.004090965,0,0,0,0,0,0,0.00390251,0,0,0,0,0,0,0
diverted,0.025157956,0,0,0,0,0,0.003749415,0.003436533,0,0,0,0.003674686,0,0,0,0,0,0,0,0.004341909,0,0,0,0.003510225,0,0,0,0,0.004343443,0,0,0,0,0.005202921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diverting,0,0,0,0,0,0,0.005797116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diverts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005297045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005958463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
divide,0,0.004930731,0.002482545,0,0.002477858,0.002486831,0,0.002265737,0,0,0,0,0.002324121,0.007070272,0,0.003986192,0,0.002258781,0,0.005725319,0.005838981,0,0,0,0.002540825,0.002427331,0,0,0.002863671,0,0.002743853,0.004105274,0.003699216,0,0.003417355,0,0,0.003877124,0,0,0.003110707,0,0,0,0,0,0.003400271,0.003474359,0,0,0
divided,0.01328901,0.01185116,0.013922698,0.005397815,0.001985202,0.001992391,0.005941581,0.001815255,0.001874689,0,0.003244167,0.003882107,0.003724063,0.005664537,0,0.003193644,0.001857719,0.001809683,0.003804646,0.004586992,0.004678055,0.001961179,0,0,0.010178247,0.001944721,0.002033382,0.002029968,0,0,0.004396622,0,0,0.002748302,0,0.003238591,0,0,0.002942247,0,0,0,0.008899117,0,0.003131178,0,0,0,0.002706069,0.002803567,0
dividend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004505202,0,0,0.004676274,0,0,0.004663222,0,0,0,0.007555574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dividends,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004505202,0,0,0,0,0,0.009326445,0,0,0,0,0,0,0,0.00743966,0,0,0,0,0,0,0,0,0,0,0.006258047,0,0,0,0
divides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007875977,0,0,0.008035182,0,0,0,0,0.004541482,0,0,0,0,0.013381184,0,0,0,0,0.005148679,0,0,0,0,0,0,0.005750577,0,0,0
